AKR7A2	1	-	19306017	0.00274005	2
AL445685.3	1	-	52020152	0.000239158	3
CD48	1	-	160678745	0.0130719	4
CD52	1	+	26320436	0.0298507	4
CD84	1	-	160541094	0.000226603	2
EPB41	1	+	29011739	0.000574116	12
HIST2H2AA4	1	+	149851620	0.0263158	3
IFI16	1	+	159055057	0.0128205	2
JUN	1	-	58780787	0.001554	2
LAPTM5	1	-	30732468	0.00220751	3
LMNA	1	+	156139231	0.016	2
MCL1	1	-	150574550	0.000708215	2
PABPC4	1	-	39560815	0.00226757	2
POLR3GL	1	+	145978536	0.0337079	3
PTP4A2	1	-	31906420	0.000269869	2
RIT1	1	-	155900397	0.00221076	9
RPF1	1	+	84497570	0.02	2
RPS27	1	+	153991676,153992123	0.223613,0.0834137	22,13
S100A4	1	-	153543612	0.0136986	2
SEC22B	1	-	120150897	0.000977199	6
SFPQ	1	-	35176377	0.00672783	11
TAGLN2	1	-	159918106	0.002886	2
TXNDC12	1	-	52020130	0.000288323	3
TXNIP	1	-	145992434	0.00141243	2
UBXN11	1	-	26281327	0.00514933	5
UFC1	1	+	161158657	0.0121212	2
ITGB1	10	-	32900318	0.000243487	2
RPS24	10	+	78040694	0.0249968	2
AP002990.1	11	-	62559602	0.00378407	56
AP003419.1	11	-	67351571	0.0070922	3
ATP5MG	11	+	118408949	0.000998004	1
CORO1B	11	-	67435509	0.00305694	16
DDB2	11	+	47233460	0.0130435	3
ETS1	11	-	128458760	0.000794071	3
FAU	11	-	65120627,65120929	0.0852713,0.0124555	11,7
GDPD5	11	-	75434639	9.67024e-05	2
HSPA8	11	-	123057488	0.00816327	2
IFITM1	11	+	315205	0.184783	17
IFITM2	11	+	315205	0.184783	17
PTPRCAP	11	-	67435509	0.0493274	11
RARRES3	11	+	63546368	0.0267857	3
RPS3	11	+	75404204,75404865,75405664	0.0117334,0.114348,0.0370062	1,28,10
UCP2	11	-	73974666	0.00729927	3
ARPC3	12	-	110434824	0.00606061	2
ATP5MC2	12	-	53665165	0.0135135	2
BICDL1	12	+	120000096	0.00701754	2
CD69	12	-	9752485,9754138	0.00301508,0.0045045	3,2
